Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,abbreviation,allelic_requirement,consider,database_cross_reference,definition,discarded/obsoleted synonym,has_alternative_id,has_broad_synonym,has_exact_synonym,has_narrow_synonym,has_obo_format_version,has_obo_namespace,has_related_synonym,has_synonym_type,http://data.bioontology.org/metadata/treeView,http://purl.obolibrary.org/obo/hp.obo#hposlim_core,http://purl.obolibrary.org/obo/hp.obo#secondary_consequence,http://purl.obolibrary.org/obo/IAO_0000231,http://purl.obolibrary.org/obo/IAO_0000700,http://purl.obolibrary.org/obo/RO_0002581,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/date,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/rights,http://purl.org/dc/elements/1.1/subject,http://purl.org/dc/elements/1.1/title,http://purl.org/dc/terms/contributor,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/date,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#id,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#notation,in_subset,inheres in,inheres in part of,layperson term,logical-definition-view-relation,part of,plural form,shorthand,subset_property,synonym_type_property,term replaced by,UK spelling
http://purl.obolibrary.org/obo/HP_0006361,Irregular femoral epiphysis,Irregular thighbone end part,,false,,,http://purl.obolibrary.org/obo/HP_0006499|http://purl.obolibrary.org/obo/HP_0010582,,,,UMLS:C1850658,,,,,Irregular thighbone end part,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0006499|http://purl.obolibrary.org/obo/HP_0010582,,,,,,,,,,,,,,,,,,HP:0006361,,Irregular femoral epiphysis,,HP:0006361,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0030650,Focal,,,false,,,http://purl.obolibrary.org/obo/HP_0012836,,,,SNOMEDCT_US:87017008|UMLS:C0205234,,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0012836,,,,,,,,,,,,,,,,,,HP:0030650,,Focal,,HP:0030650,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0008451,Posterior vertebral hypoplasia,,,false,,,http://purl.obolibrary.org/obo/HP_0008417,,,,UMLS:C1856780,,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0008417,,,,,,,,,,,,,,,,,,HP:0008451,,Posterior vertebral hypoplasia,,HP:0008451,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0032546,Abdominal guarding,,"A voluntary contraction of the abdominal wall musculature to avoid pain.|Abdominal guarding tends to be generalized over the entire abdomen. In contrast to abdominal rigidity, guarding can often be overcome by having the patient purposely relax the muscles; rigidity cannot be.",false,,,http://purl.obolibrary.org/obo/HP_0002027,,,,,A voluntary contraction of the abdominal wall musculature to avoid pain.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0002027,,,,,,,2019-06-12T10:33:12Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0032546,"Abdominal guarding tends to be generalized over the entire abdomen. In contrast to abdominal rigidity, guarding can often be overcome by having the patient purposely relax the muscles; rigidity cannot be.",Abdominal guarding,,HP:0032546,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002971,Absent microvilli on the surface of peripheral blood lymphocytes,,"Absence of the fingerlike protrusive, actin-dependent structures found on the surface of peripheral blood lymphocytes.",false,,,http://purl.obolibrary.org/obo/HP_0004332,,,,UMLS:C1833173,"Absence of the fingerlike protrusive, actin-dependent structures found on the surface of peripheral blood lymphocytes.",,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0004332,,,,,,,,,,,,,,,,,,HP:0002971,,Absent microvilli on the surface of peripheral blood lymphocytes,,HP:0002971,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0010726,Prominent corneal nerve fibers,Prominent corneal nerve fibres|Visible corneal nerve fibers|Visible corneal nerve fibres,Abnormal prominence of the corneal nerve fibers.,false,,,http://purl.obolibrary.org/obo/HP_0011492,,,,UMLS:C4021233,Abnormal prominence of the corneal nerve fibers.,,,,Prominent corneal nerve fibres|Visible corneal nerve fibers|Visible corneal nerve fibres,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0011492,,,,,,,,,,,,,https://orcid.org/0009-0006-4530-3154,,,2010-04-20T10:52:24Z,,HP:0010726,,Prominent corneal nerve fibers,,HP:0010726,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0033585,Fibrotic non-specific interstitial pneumonia,,A type of non-specific interstitial pneumonia in which interstitial thickening is due to uniform dense or loose fibrosis and mild chronic inflammation.,false,,,http://purl.obolibrary.org/obo/HP_0033584,,,,,A type of non-specific interstitial pneumonia in which interstitial thickening is due to uniform dense or loose fibrosis and mild chronic inflammation.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0033584,,,,,,,2021-01-27T20:44:16Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0033585,,Fibrotic non-specific interstitial pneumonia,,HP:0033585,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0009254,Fragmentation of the epiphysis of the distal phalanx of the 4th finger,Fragmentation of end part of the outermost bone of the ring finger,Fragmented appearance of the epiphysis of the distal phalanx of the 4th finger.,false,,,http://purl.obolibrary.org/obo/HP_0009397|http://purl.obolibrary.org/obo/HP_0010250|http://purl.obolibrary.org/obo/HP_0009249,,,,UMLS:C4024493,Fragmented appearance of the epiphysis of the distal phalanx of the 4th finger.,,,,Fragmentation of end part of the outermost bone of the ring finger,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0009397|http://purl.obolibrary.org/obo/HP_0010250|http://purl.obolibrary.org/obo/HP_0009249,,,,,,,,,,,,,https://orcid.org/0009-0006-4530-3154,,,2009-01-07T12:07:34Z,,HP:0009254,,Fragmentation of the epiphysis of the distal phalanx of the 4th finger,,HP:0009254,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011483,Anterior synechiae of the anterior chamber,Iridocorneal adhesions|Iridocorneal synechia|Cornea-iris adhesion|Anterior synechiae,Adhesions between the iris and the cornea.,false,,,http://purl.obolibrary.org/obo/HP_0007833,,,,SNOMEDCT_US:70992005|UMLS:C0152252,Adhesions between the iris and the cornea.,,,,Iridocorneal adhesions|Iridocorneal synechia|Cornea-iris adhesion|Anterior synechiae,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0007833,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,2012-04-02T08:50:23Z,,HP:0011483,,Anterior synechiae of the anterior chamber,,HP:0011483,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0006957,obsolete Loss of ability to walk,,,true,,,,,,,,,,,,,,,human_phenotype,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,,,,,,,,,,,,,,,HP:0006957,,obsolete Loss of ability to walk,true,HP:0006957,,,,,,,,,,,HP:0002505|http://purl.obolibrary.org/obo/HP_0002505,
http://purl.obolibrary.org/obo/HP_0011316,Left unicoronal synostosis,,Synostosis affecting only the left coronal suture.,false,,,http://purl.obolibrary.org/obo/HP_0011315,,,,UMLS:C4023417,Synostosis affecting only the left coronal suture.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0011315,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,2012-02-25T01:10:32Z,,HP:0011316,,Left unicoronal synostosis,,HP:0011316,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0030243,Hepatic vein thrombosis,Hepatic venous thrombosis|Blood clot in liver vein,An obstruction in the veins of the liver caused by a blood clot (thrombosis).,false,,,http://purl.obolibrary.org/obo/HP_0030247,,,,SNOMEDCT_US:38739001|MSH:D006502|UMLS:C0019154,An obstruction in the veins of the liver caused by a blood clot (thrombosis).,,,,Hepatic venous thrombosis|Blood clot in liver vein,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0030247,,,,,,,,,,,,,,,,,,HP:0030243,,Hepatic vein thrombosis,,HP:0030243,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034948,Uterine myxoma,,A myxoma (tumor of primitive connective tissue) localized to the uterus.,false,,,http://purl.obolibrary.org/obo/HP_0010784,,,,,A myxoma (tumor of primitive connective tissue) localized to the uterus.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0010784,,,,,,,2023-07-10T11:49:12Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0034948,,Uterine myxoma,,HP:0034948,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0004831,Recurrent thromboembolism,Recurrent thromboembolic disease,"Repeated episodes of obstruction of blood flow due to an embolus, i.e., blood clot that has traveled from its point of origin within the blood stream.",false,,,http://purl.obolibrary.org/obo/HP_0001907,,,,UMLS:C4025286|UMLS:C0749398,"Repeated episodes of obstruction of blood flow due to an embolus, i.e., blood clot that has traveled from its point of origin within the blood stream.",,,,,,,human_phenotype,Recurrent thromboembolic disease,,http://purl.obolibrary.org/obo/HP_0001907,,,,,,,,,,,,,,,,,,HP:0004831,,Recurrent thromboembolism,,HP:0004831,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012395,Seasonal allergy,Seasonal allergy,An allergy experienced at a particular time of year when trees or grasses pollinate and elicit an allergic reaction.,false,,,http://purl.obolibrary.org/obo/HP_0012393,,,,SNOMEDCT_US:367498001|SNOMEDCT_US:444316004|SNOMEDCT_US:21719001|MSH:D006255|UMLS:C0018621|SNOMEDCT_US:300910009,An allergy experienced at a particular time of year when trees or grasses pollinate and elicit an allergic reaction.,,,,Seasonal allergy,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0012393,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,2013-11-07T07:51:48Z,,HP:0012395,,Seasonal allergy,,HP:0012395,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0008711,Benign prostatic hyperplasia,Benign prostatic hypertrophy,The presence of non-malignant hyperplasia of the prostate.,false,,,http://purl.obolibrary.org/obo/HP_0008775,,,,MSH:D011470|UMLS:C1704272|SNOMEDCT_US:266569009|UMLS:C0005001,The presence of non-malignant hyperplasia of the prostate.,,,,Benign prostatic hypertrophy,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0008775,,,,,,,,,,,,,,,,,,HP:0008711,,Benign prostatic hyperplasia,,HP:0008711,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034300,Decreased acid sphingomyelinase activity,,Reduced activity of the enzyme acid sphingomyelinase activity in the blood circulation.,false,,,http://purl.obolibrary.org/obo/HP_0012379,,,,,Reduced activity of the enzyme acid sphingomyelinase activity in the blood circulation.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0012379,,,,,,,2022-07-03T14:30:56Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0034300,,Decreased acid sphingomyelinase activity,,HP:0034300,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0033136,Lymph node abscess,,An inflammed lymph node that is filled with pus.,false,,,http://purl.obolibrary.org/obo/HP_0002733,,,,,An inflammed lymph node that is filled with pus.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0002733,,,,,,,2020-09-09T13:33:39Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0033136,,Lymph node abscess,,HP:0033136,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0009514,Bracket epiphysis of the middle phalanx of the 2nd finger,Bracket shaped end part of the middle long bone of the index finger,"An abnormality of the middle phalanx of the second finger in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side.",false,,,http://purl.obolibrary.org/obo/HP_0009500|http://purl.obolibrary.org/obo/HP_0010258|http://purl.obolibrary.org/obo/HP_0009489,,,,UMLS:C4024318,"An abnormality of the middle phalanx of the second finger in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side.",,,,Bracket shaped end part of the middle long bone of the index finger,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0009500|http://purl.obolibrary.org/obo/HP_0010258|http://purl.obolibrary.org/obo/HP_0009489,,,,,,,,,,,,,https://orcid.org/0009-0006-4530-3154,,,2009-01-16T01:12:17Z,,HP:0009514,,Bracket epiphysis of the middle phalanx of the 2nd finger,,HP:0009514,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0006621,HP_0006621,,,true,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,,,,,,,,,,,,,,,,,,true,HP:0006621,,,,,,,,,,,http://purl.obolibrary.org/obo/HP_0000912,
http://purl.obolibrary.org/obo/HP_0011920,Transudative pleural effusion,,"A type of pleural effusion with a transudate (extravascular fluid with low protein content and a low specific gravity). Pleural effusions can be classified as transudates or exudates based on Light's criteria, which classify an effusion as exudate if one or more of the following are present: (1) the ratio of pleural fluid protein to serum protein is greater than 0.5, (2) the ratio of pleural fluid lactate dehydrogenase (LDH) to serum LDH is greater than 0.6, or (3) the pleural fluid LDH level is greater than two thirds of the upper limit of normal for serum LDH.|Transudates result from imbalances in hydrostatic and oncotic forces and are caused by a limited number of recognized clinical conditions such as heart failure and cirrhosis. Less common causes include nephrotic syndrome, atelectasis, peritoneal dialysis, constrictive pericarditis, superior vena caval obstruction, and urinothorax.",false,,,http://purl.obolibrary.org/obo/HP_0002202,,,,UMLS:C0020312|SNOMEDCT_US:79231000|MSH:D006876,"A type of pleural effusion with a transudate (extravascular fluid with low protein content and a low specific gravity). Pleural effusions can be classified as transudates or exudates based on Light's criteria, which classify an effusion as exudate if one or more of the following are present: (1) the ratio of pleural fluid protein to serum protein is greater than 0.5, (2) the ratio of pleural fluid lactate dehydrogenase (LDH) to serum LDH is greater than 0.6, or (3) the pleural fluid LDH level is greater than two thirds of the upper limit of normal for serum LDH.",,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0002202,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,2012-06-08T07:31:00Z,,HP:0011920,"Transudates result from imbalances in hydrostatic and oncotic forces and are caused by a limited number of recognized clinical conditions such as heart failure and cirrhosis. Less common causes include nephrotic syndrome, atelectasis, peritoneal dialysis, constrictive pericarditis, superior vena caval obstruction, and urinothorax.",Transudative pleural effusion,,HP:0011920,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011056,Agenesis of first permanent molar tooth,Failure of development of first permanent molar|Failure of development of six year molar|Agenesis of six year molar|Absence of first permanent molar|Missing first permanent molar|Absence of six year molar|Missing six year molar,Agenesis of either maxillary first permanent molar or mandibular first permanent molar or both.,false,,,http://purl.obolibrary.org/obo/HP_0011055,,,,UMLS:C4023562|UMLS:C4280346,Agenesis of either maxillary first permanent molar or mandibular first permanent molar or both.,,,,Failure of development of first permanent molar|Failure of development of six year molar|Agenesis of six year molar,,,human_phenotype,Absence of first permanent molar|Missing first permanent molar|Absence of six year molar|Missing six year molar,,http://purl.obolibrary.org/obo/HP_0011055,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,2011-03-10T11:45:27Z,,HP:0011056,,Agenesis of first permanent molar tooth,,HP:0011056,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0031795,Abnormal circulating glycerol level,,Any deviation from the normal concentration of glycerol in the blood.,false,,,http://purl.obolibrary.org/obo/HP_0011013,,,,,Any deviation from the normal concentration of glycerol in the blood.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0011013,,,,,,,2018-02-25T14:28:46Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0031795,,Abnormal circulating glycerol level,,HP:0031795,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012868,Abnormal sperm tail morphology,Sperm tail anomaly,"A structural abnormality of the sperm tail.|The ultrastructure of the mammalian flagellum is highly conserved and is structurally divided into four major parts: the connecting piece, the mid piece, the principal piece, and the end piece. The axoneme extends from the remnant of the centriole attached to the implantation fossa of the nucleus and is the core structure along the length of the sperm tail. Defective sperm flagella are the principal cause of sperm motility disorders.",false,,,http://purl.obolibrary.org/obo/HP_0012864,,,,UMLS:C4022699,A structural abnormality of the sperm tail.,,,,Sperm tail anomaly,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0012864,,,,,,,,,,,,,https://orcid.org/0000-0002-6996-5279,,,2014-06-09T10:50:50Z,,HP:0012868,"The ultrastructure of the mammalian flagellum is highly conserved and is structurally divided into four major parts: the connecting piece, the mid piece, the principal piece, and the end piece. The axoneme extends from the remnant of the centriole attached to the implantation fossa of the nucleus and is the core structure along the length of the sperm tail. Defective sperm flagella are the principal cause of sperm motility disorders.",Abnormal sperm tail morphology,,HP:0012868,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0032806,Focal impaired awareness sensory seizure with visual features,,A focal sensory seizure with visual features in which awareness is partially or fully impaired at some point during the seizure.,false,,,http://purl.obolibrary.org/obo/HP_0032787|http://purl.obolibrary.org/obo/HP_0011165,,,,,A focal sensory seizure with visual features in which awareness is partially or fully impaired at some point during the seizure.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0032787|http://purl.obolibrary.org/obo/HP_0011165,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0032806,,Focal impaired awareness sensory seizure with visual features,,HP:0032806,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0033305,Abnormal circulating fetuin A concentration,,"Any deviation from the normal concentration of fetuin A in the blood circulation.|Fetuin-A (FetA) is a 64-kDa glycoprotein that is found in relatively high concentrations in human serum. In human adults, FetA is mainly expressed and secreted from the liver and adipose tissue. Epidemiologic research consistently observes elevated circulating FetA in obesity and related complications, such as type 2 diabetes mellitus, the metabolic syndrome, and nonalcoholic fatty liver disease.",false,,,http://purl.obolibrary.org/obo/HP_0010876,,,,,Any deviation from the normal concentration of fetuin A in the blood circulation.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0010876,,,,,,,2020-11-28T22:09:58Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0033305,"Fetuin-A (FetA) is a 64-kDa glycoprotein that is found in relatively high concentrations in human serum. In human adults, FetA is mainly expressed and secreted from the liver and adipose tissue. Epidemiologic research consistently observes elevated circulating FetA in obesity and related complications, such as type 2 diabetes mellitus, the metabolic syndrome, and nonalcoholic fatty liver disease.",Abnormal circulating fetuin A concentration,,HP:0033305,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002024,Malabsorption,Intestinal malabsorption|Malabsorption,Impaired ability to absorb one or more nutrients from the intestine.,false,,,http://purl.obolibrary.org/obo/HP_0002242,,,,UMLS:C3714745,Impaired ability to absorb one or more nutrients from the intestine.,,HP:0008270,,Intestinal malabsorption|Malabsorption,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0002242,,,,,,,,,,,,,,,,,,HP:0002024,,Malabsorption,,HP:0002024,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0032294,Monoclonal elevation of IgG kappa chain,,A type of monoclonal elevation of IgG in which the involved immunoglobulin has an abnormal structure with a kappa light chain but not a heavy chain.,false,,,http://purl.obolibrary.org/obo/HP_0032292,,,,,A type of monoclonal elevation of IgG in which the involved immunoglobulin has an abnormal structure with a kappa light chain but not a heavy chain.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0032292,,,,,,,2019-02-12T22:42:44Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0032294,,Monoclonal elevation of IgG kappa chain,,HP:0032294,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0007716,Uveal melanoma,Intraocular melanoma,"A malignant melanoma originating within the eye. The tumor originates from the melanocytes in the uvea (which comprises the iris, ciliary body, and choroid).|WIth intraocular melanoma, the melanoma originates from melanocytic cells in the uveal layer, comprising the iris, ciliary body, and choroid.",false,,,http://purl.obolibrary.org/obo/HP_0002861|http://purl.obolibrary.org/obo/HP_0100012,,,,UMLS:C0220633|NCIT:C3224|MSH:C536494,"A malignant melanoma originating within the eye. The tumor originates from the melanocytes in the uvea (which comprises the iris, ciliary body, and choroid).",,,,Intraocular melanoma,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0002861|http://purl.obolibrary.org/obo/HP_0100012,,,,,,,,,,,,,,,,,,HP:0007716,"WIth intraocular melanoma, the melanoma originates from melanocytic cells in the uveal layer, comprising the iris, ciliary body, and choroid.",Uveal melanoma,,HP:0007716,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0010925,Nuclear punctate cataract,,,false,,,http://purl.obolibrary.org/obo/HP_0007648|http://purl.obolibrary.org/obo/HP_0100018,,,,UMLS:C4023649,,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0007648|http://purl.obolibrary.org/obo/HP_0100018,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,2010-12-12T04:26:25Z,,HP:0010925,,Nuclear punctate cataract,,HP:0010925,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005626,Posterior fusion of lumbosacral vertebrae,,Bony fusion of the posterior part of the L5 vertebral body with the sacrum.,false,,,http://purl.obolibrary.org/obo/HP_0002948,,,,UMLS:C4025169,Bony fusion of the posterior part of the L5 vertebral body with the sacrum.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0002948,,,,,,,,,,,,,,,,,,HP:0005626,,Posterior fusion of lumbosacral vertebrae,,HP:0005626,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0010100,Complete duplication of hallux phalanx,Complete duplication of big toe bones|Complete duplication of the phalanges of the hallux,Complete duplication of one or more phalanx of big toe.,false,,,http://purl.obolibrary.org/obo/HP_0010066,,,,UMLS:C4021336,Complete duplication of one or more phalanx of big toe.,,,,Complete duplication of big toe bones|Complete duplication of the phalanges of the hallux,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0010066,,,,,,,,,,,,,https://orcid.org/0009-0006-4530-3154,,,2009-05-29T12:22:12Z,,HP:0010100,,Complete duplication of hallux phalanx,,HP:0010100,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100847,Palmoplantar pustulosis,Pustulosis of palms and soles|Palmoplantar pustules|Pustulosis palmaris et plantaris,"A chronic, relapsing, pustular eruption that is localized to the palms and soles.|There are recurrent and painful eruptions of pustules on the palms and the soles of feet that may resolve with red-brown discoloration.",false,,,http://purl.obolibrary.org/obo/HP_0200039|http://purl.obolibrary.org/obo/HP_0011356,,,,SNOMEDCT_US:27520001|UMLS:C0030246|MSH:D011565|MEDDRA:10050185,"A chronic, relapsing, pustular eruption that is localized to the palms and soles.",,,,Pustulosis of palms and soles|Palmoplantar pustules|Pustulosis palmaris et plantaris,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0200039|http://purl.obolibrary.org/obo/HP_0011356,,,,,,,,,,,,,https://orcid.org/0009-0006-4530-3154,,,2011-06-09T07:07:06Z,,HP:0100847,There are recurrent and painful eruptions of pustules on the palms and the soles of feet that may resolve with red-brown discoloration.,Palmoplantar pustulosis,,HP:0100847,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005998,HP_0005998,,,true,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,,,,,,,,,,,,,,,,,,true,HP:0005998,,,,,,,,,,,http://purl.obolibrary.org/obo/HP_0000076,
http://purl.obolibrary.org/obo/HP_0002199,Hypocalcemic seizures,Low calcium seizures|Seizures due to hypocalcemia,,false,,,http://purl.obolibrary.org/obo/HP_0011145|http://purl.obolibrary.org/obo/HP_0002901,,,,UMLS:C1855841,,,,,Low calcium seizures|Seizures due to hypocalcemia,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0011145|http://purl.obolibrary.org/obo/HP_0002901,,,,,,,,,,,,,,,,,,HP:0002199,,Hypocalcemic seizures,,HP:0002199,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0004166,HP_0004166,,,true,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,,,,,,,,,,,,,,,,,,true,HP:0004166,,,,,,,,,,,http://purl.obolibrary.org/obo/HP_0009440,
http://purl.obolibrary.org/obo/HP_0011597,Right aortic arch with left descending aorta and left ductus arteriosus,,,false,,,http://purl.obolibrary.org/obo/HP_0012020,,,,UMLS:C4023276,,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0012020,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,2012-04-08T02:23:47Z,,HP:0011597,,Right aortic arch with left descending aorta and left ductus arteriosus,,HP:0011597,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100614,Myositis,Muscle inflammation,"A general term for inflammation of the muscles without respect to the underlying cause.|Many such conditions are considered likely to be caused by autoimmune conditions, rather than directly due to infection, although autoimmune conditions can be activated or exacerbated by infections. It is also a documented side effect of the lipid-lowering drugs such as statins and fibrates. Elevation of creatine kinase in blood is indicative of myositis.",false,,,http://purl.obolibrary.org/obo/HP_0011805|http://purl.obolibrary.org/obo/HP_0012649,,,,MSH:D009220|UMLS:C0027121|SNOMEDCT_US:26889001|SNOMEDCT_US:128496001,A general term for inflammation of the muscles without respect to the underlying cause.,,,,Muscle inflammation,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0011805|http://purl.obolibrary.org/obo/HP_0012649,,,,,,,,,,,,,https://orcid.org/0009-0006-4530-3154,,,2010-12-28T11:14:59Z,,HP:0100614,"Many such conditions are considered likely to be caused by autoimmune conditions, rather than directly due to infection, although autoimmune conditions can be activated or exacerbated by infections. It is also a documented side effect of the lipid-lowering drugs such as statins and fibrates. Elevation of creatine kinase in blood is indicative of myositis.",Myositis,,HP:0100614,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0041066,Chronic partially decreased circulating IgG2,Chronic partially decreased IgG2 in blood,A lasting limited decrease of immunoglobulin G2 (IgG2) in the blood.,false,,,http://purl.obolibrary.org/obo/HP_0041063,,,,,A lasting limited decrease of immunoglobulin G2 (IgG2) in the blood.,,,,Chronic partially decreased IgG2 in blood,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0041063,,,,,,,,,,,,,https://orcid.org/0000-0001-5208-3432,,,,,HP:0041066,,Chronic partially decreased circulating IgG2,,HP:0041066,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0500031,Sclerosis of the carpal bones,,An elevation in bone density in one or more carpal bones of the hand.,false,,,http://purl.obolibrary.org/obo/HP_0004054,,,,,An elevation in bone density in one or more carpal bones of the hand.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0004054,,,,,,,2017-06-01T16:54:00Z,,,,,https://orcid.org/0000-0003-0169-8159,https://orcid.org/0000-0001-7941-2961,,,,,HP:0500031,,Sclerosis of the carpal bones,,HP:0500031,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0003836,Stippled calcification of the shoulder,,,false,,,http://purl.obolibrary.org/obo/HP_0003043,,,,UMLS:C4025562,,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0003043,,,,,,,,,,,,,,,,,,HP:0003836,,Stippled calcification of the shoulder,,HP:0003836,,,,,,,,,,,,
