,iri,description,synonyms,annotation,label,has_children,is_root
93,http://purl.obolibrary.org/obo/NCBITaxon_10239,[],[],"{'editor preferred term': ['Viruses'], 'imported from': ['http://purl.obolibrary.org/obo/ncbitaxon.owl']}",Viruses,False,False
94,http://purl.obolibrary.org/obo/NCBITaxon_117570,[],[],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy']}",Teleostomi,True,False
95,http://purl.obolibrary.org/obo/NCBITaxon_117571,[],['bony vertebrates'],"{'has_alternative_id': ['NCBITaxon:40673'], 'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy']}",Euteleostomi,True,False
96,http://purl.obolibrary.org/obo/NCBITaxon_131567,[],['biota'],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy']}",cellular organisms,True,True
97,http://purl.obolibrary.org/obo/NCBITaxon_1338369,[],[],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy']}",Dipnotetrapodomorpha,True,False
98,http://purl.obolibrary.org/obo/NCBITaxon_1437010,[],['Boreotheria'],"{'has_dbxref': ['GC_ID:1', 'PMID:11743200', 'PMID:11791233'], 'has_obo_namespace': ['ncbi_taxonomy']}",Boreoeutheria,True,False
99,http://purl.obolibrary.org/obo/NCBITaxon_2,[],[],"{'alternative label': ['eubacteria'], 'editor preferred term': ['Bacteria'], 'imported from': ['http://purl.obolibrary.org/obo/ncbitaxon.owl']}",Bacteria,False,False
100,http://purl.obolibrary.org/obo/NCBITaxon_207598,[],['Homo/Pan/Gorilla group'],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_subfamily']}",Homininae,True,False
101,http://purl.obolibrary.org/obo/NCBITaxon_2157,[],[],"{'editor preferred term': ['Archaea'], 'imported from': ['http://purl.obolibrary.org/obo/ncbitaxon.owl']}",Archaea,False,False
102,http://purl.obolibrary.org/obo/NCBITaxon_2759,[],"['eucaryotes', 'eukaryotes', 'Eucarya', 'Eucaryotae', 'Eukarya', 'Eukaryotae']","{'alternative label': ['eucaryotes', 'eukaryotes'], 'editor preferred term': ['Eukaryota'], 'has_dbxref': ['GC_ID:1', 'PMID:23020233', 'PMID:30257078'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_superkingdom'], 'imported from': ['http://purl.obolibrary.org/obo/ncbitaxon.owl']}",Eukaryota,True,False
103,http://purl.obolibrary.org/obo/NCBITaxon_314146,[],[],"{'has_dbxref': ['GC_ID:1', 'PMID:11214319', 'PMID:12082125', 'PMID:12878460', 'PMID:15522813'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_superorder']}",Euarchontoglires,True,False
104,http://purl.obolibrary.org/obo/NCBITaxon_314293,[],['Anthropoidea'],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_infraorder']}",Simiiformes,True,False
105,http://purl.obolibrary.org/obo/NCBITaxon_314295,[],"['ape', 'apes']","{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_superfamily']}",Hominoidea,True,False
106,http://purl.obolibrary.org/obo/NCBITaxon_32523,[],['tetrapods'],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy']}",Tetrapoda,True,False
107,http://purl.obolibrary.org/obo/NCBITaxon_32524,[],['amniotes'],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy']}",Amniota,True,False
108,http://purl.obolibrary.org/obo/NCBITaxon_32525,[],['Theria'],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy']}",Theria <mammals>,True,False
109,http://purl.obolibrary.org/obo/NCBITaxon_33154,[],"['Fungi/Metazoa group', 'opisthokonts']","{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy']}",Opisthokonta,True,False
110,http://purl.obolibrary.org/obo/NCBITaxon_33208,[],"['metazoans', 'multicellular animals', 'Animalia', 'animals']","{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_kingdom']}",Metazoa,True,False
111,http://purl.obolibrary.org/obo/NCBITaxon_33213,[],[],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy']}",Bilateria,True,False
112,http://purl.obolibrary.org/obo/NCBITaxon_33511,[],['deuterostomes'],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy']}",Deuterostomia,True,False
113,http://purl.obolibrary.org/obo/NCBITaxon_376913,[],[],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_suborder']}",Haplorrhini,True,False
114,http://purl.obolibrary.org/obo/NCBITaxon_40674,[],['mammals'],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_class']}",Mammalia,True,False
115,http://purl.obolibrary.org/obo/NCBITaxon_6072,[],[],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy']}",Eumetazoa,True,False
116,http://purl.obolibrary.org/obo/NCBITaxon_7711,[],['chordates'],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_phylum']}",Chordata,True,False
117,http://purl.obolibrary.org/obo/NCBITaxon_7742,[],"['Vertebrata', 'vertebrates']","{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy']}",Vertebrata <vertebrates>,True,False
118,http://purl.obolibrary.org/obo/NCBITaxon_7776,[],"['Gnathostomata', 'jawed vertebrates']","{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy']}",Gnathostomata <vertebrates>,True,False
119,http://purl.obolibrary.org/obo/NCBITaxon_8287,[],[],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_superclass']}",Sarcopterygii,True,False
120,http://purl.obolibrary.org/obo/NCBITaxon_89593,[],['Craniata'],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_subphylum']}",Craniata <chordates>,True,False
121,http://purl.obolibrary.org/obo/NCBITaxon_9347,[],"['eutherian mammals', 'placental mammals', 'placentals', 'Placentalia']","{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy']}",Eutheria,True,False
122,http://purl.obolibrary.org/obo/NCBITaxon_9443,[],"['primate', 'Primata', 'primates']","{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_order']}",Primates,True,False
123,http://purl.obolibrary.org/obo/NCBITaxon_9526,[],[],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_parvorder']}",Catarrhini,True,False
124,http://purl.obolibrary.org/obo/NCBITaxon_9604,[],"['great apes', 'Pongidae']","{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_family']}",Hominidae,True,False
125,http://purl.obolibrary.org/obo/NCBITaxon_9605,[],['humans'],"{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_genus']}",Homo,True,False
126,http://purl.obolibrary.org/obo/NCBITaxon_9606,[],"['human', 'man']","{'has_dbxref': ['GC_ID:1'], 'has_obo_namespace': ['ncbi_taxonomy'], 'has_rank': ['http://purl.obolibrary.org/obo/NCBITaxon_species']}",Homo sapiens,False,False
127,http://purl.obolibrary.org/obo/OBI_0000011,['A process that realizes a plan which is the concretization of a plan specification.'],[],"{'curator note': ['This class merges the previously separated objective driven process and planned process, as they the separation proved hard to maintain. (1/22/09, branch call)'], 'definition source': ['branch derived'], 'editor note': [""'Plan' includes a future direction sense. That can be problematic if plans are changed during their execution. There are however implicit contingencies for protocols that an agent has in his mind that can be considered part of the plan, even if the agent didn't have them in mind before. Therefore, a planned process can diverge from what the agent would have said the plan was before executing it, by adjusting to problems encountered during execution (e.g. choosing another reagent with equivalent properties, if the originally planned one has run out.)"", 'We are only considering successfully completed planned processes. A plan may be modified, and details added during execution. For a given planned process, the associated realized plan specification is the one encompassing all changes made during execution. This means that all processes in which an agent acts towards achieving some \nobjectives is a planned process.'], 'editor preferred term': ['planned process'], 'example of usage': ['Injecting mice with a vaccine in order to test its efficacy'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'imported from': ['http://purl.obolibrary.org/obo/obi.owl'], 'term editor': ['Bjoern Peters']}",planned process,True,False
128,http://purl.obolibrary.org/obo/OBI_0000047,['Is a material entity that is created or changed during material processing.'],[],"{'editor preferred term': ['processed material'], 'example of usage': ['Examples include gel matrices, filter paper, parafilm and buffer solutions, mass spectrometer, tissue samples'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PERSON: Alan Ruttenberg']}",processed material,True,False
129,http://purl.obolibrary.org/obo/OBI_0000067,['a role that inheres in a material entity that is realized in an assay in which data is generated about the bearer of the evaluant role'],[],"{'curator note': ['Feb 10, 2009.  changes after discussion at OBI Consortium Workshop Feb 2-6, 2009.  accepted as core term.'], 'definition source': ['OBI'], 'editor note': ['Role call - 17nov-08: JF and MC think an evaluant role is always specified input of a process. Even in the case where we have an assay taking blood as evaluant and outputting blood, the blood is not the specified output at the end of the assay (the concentration of glucose in the blood is)', 'examples of features that could be described in an evaluant: quality.... e.g. ""contains 10 pg/ml IL2"", or ""no glucose detected"")'], 'editor preferred term': ['evaluant role'], 'example of usage': ['When a specimen of blood is assayed for glucose concentration, the blood has the evaluant role. When measuring the mass of a mouse, the evaluant is the mouse. When measuring the time of DNA replication, the evaluant is the DNA. When measuring the intensity of light on a surface, the evaluant is the light source.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['GROUP:  Role Branch']}",evaluant role,False,False
130,http://purl.obolibrary.org/obo/OBI_0000070,"['A planned process with the objective to produce information about the material entity that is the evaluant, by physically examining it or its proxies.']",[],"{'IEDB alternative term': ['any method'], 'ISA alternative term': ['study assay'], 'alternative label': ['measuring', 'scientific observation'], 'definition source': ['OBI branch derived'], 'editor note': [""12/3/12: BP: the reference to the 'physical examination' is included to point out that a prediction is not an assay, as that does not require physical examiniation. ""], 'editor preferred term': ['assay'], 'example of usage': ['Assay the wavelength of light emitted by excited Neon atoms. Count of geese flying over a house.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PlanAndPlannedProcess Branch']}",assay,True,False
131,http://purl.obolibrary.org/obo/OBI_0000079,['a processed material that provides the needed nourishment for microorganisms or cells grown in vitro.'],[],"{'definition source': ['OBI'], 'editor note': ['changed from a role to a processed material based on on Aug 22, 2011 dev call. Details see the tracker item: http://sourceforge.net/tracker/?func=detail&aid=3325270&group_id=177891&atid=886178\nModification made by JZ.'], 'editor preferred term': ['culture medium'], 'example of usage': ['A growth medium or culture medium is a substance in which microorganisms or cells can grow.  Wikipedia, growth medium, Feb 29, 2008'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['Person: Jennifer Fostel, Jie Zheng']}",culture medium,False,False
132,http://purl.obolibrary.org/obo/OBI_0000094,['A planned process which results in physical changes in a specified input material'],[],"{'alternative label': ['material transformation'], 'definition source': ['OBI branch derived'], 'editor preferred term': ['material processing'], 'example of usage': ['A cell lysis, production of a cloning vector, creating a buffer.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PERSON: Bjoern Peters']}",material processing,True,False
133,http://purl.obolibrary.org/obo/OBI_0000112,['a role borne by a material entity that is gained during a specimen collection process and that can be realized by use of the specimen in an investigation'],[],"{'alternative label': ['material sample'], 'definition source': ['OBI'], 'editor note': ['blood taken from animal: animal continues in study, whereas blood has role specimen.\nsomething taken from study subject, leaves the study and becomes the specimen.', 'parasite example\n- when parasite in people we study people, people are subjects and parasites are specimen\n- when parasite extracted, they become subject in the following study\nspecimen can later be subject.'], 'editor preferred term': ['specimen role'], 'example of usage': ['liver section; a portion of a culture of cells; a nemotode or other animal once no longer a subject (generally killed); portion of blood from a patient.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['GROUP:  Role Branch']}",specimen role,True,False
134,http://purl.obolibrary.org/obo/OBI_0000185,['An assay that produces a picture of an entity.'],[],"{'definition source': ['OBI branch derived'], 'editor preferred term': ['imaging assay'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000125'], 'term editor': ['PlanAndPlannedProcess Branch']}",imaging assay,False,False
135,http://purl.obolibrary.org/obo/OBI_0000245,"['An entity that can bear roles, has members, and has a set of organization rules. Members of organizations are either organizations themselves or individual people. Members can bear specific organization member roles that are determined in the organization rules. The organization rules also determine how decisions are made on behalf of the organization by the organization members.']",[],"{'definition source': ['GROUP: OBI'], 'editor note': [""BP: The definition summarizes long email discussions on the OBI developer, roles, biomaterial and denrie branches. It leaves open if an organization is a material entity or a dependent continuant, as no consensus was reached on that.  The current placement as material is therefore temporary, in order to move forward with development. Here is the entire email summary, on which the definition is based:\n\n1) there are organization_member_roles (president, treasurer, branch\neditor), with individual persons as bearers\n\n2) there are organization_roles (employer, owner, vendor, patent holder)\n\n3) an organization has a charter / rules / bylaws, which specify what roles\nthere are, how they should be realized, and how to modify the\ncharter/rules/bylaws themselves.\n\nIt is debatable what the organization itself is (some kind of dependent\ncontinuant or an aggregate of people). This also determines who/what the\nbearer of organization_roles' are. My personal favorite is still to define\norganization as a kind of 'legal entity', but thinking it through leads to\nall kinds of questions that are clearly outside the scope of OBI.\n\nInterestingly enough, it does not seem to matter much where we place\norganization itself, as long as we can subclass it (University, Corporation,\nGovernment Agency, Hospital), instantiate it (Affymetrix, NCBI, NIH, ISO,\nW3C, University of Oklahoma), and have it play roles.\n\nThis leads to my proposal: We define organization through the statements 1 -\n3 above, but without an 'is a' statement for now. We can leave it in its\ncurrent place in the is_a hierarchy (material entity) or move it up to\n'continuant'. We leave further clarifications to BFO, and close this issue\nfor now.""], 'editor preferred term': ['organization'], 'example of usage': ['PMID: 16353909.AAPS J. 2005 Sep 22;7(2):E274-80. Review. The joint food and agriculture organization of the United Nations/World Health Organization Expert Committee on Food Additives and its role in the evaluation of the safety of veterinary drug residues in foods.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PERSON: Alan Ruttenberg', 'PERSON: Bjoern Peters', 'PERSON: Philippe Rocca-Serra', 'PERSON: Susanna Sansone']}",organization,True,False
136,http://purl.obolibrary.org/obo/OBI_0000272,"['A plan specification which has sufficient level of detail and quantitative information to communicate it between investigation agents, so that different investigation agents will reliably be able to independently reproduce the process.']",[],"{'ISA alternative term': ['study protocol'], 'definition source': ['OBI branch derived + wikipedia (http://en.wikipedia.org/wiki/Protocol_%28natural_sciences%29)'], 'editor preferred term': ['protocol'], 'example of usage': ['PCR protocol, has objective specification, amplify DNA fragment of interest, and has action specification describes the amounts of experimental reagents used (e..g. buffers, dNTPS, enzyme), and the temperature and cycle time settings for running the PCR.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PlanAndPlannedProcess Branch']}",protocol,False,False
137,http://purl.obolibrary.org/obo/OBI_0000419,['enzyme and has_function some GO:0003964 (RNA-directed DNA polymerase\nactivity)'],[],"{'definition source': ['group:OBI'], 'editor preferred term': ['reverse transcriptase'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000125'], 'term editor': ['person:Melanie Courtot']}",reverse transcriptase,False,False
138,http://purl.obolibrary.org/obo/OBI_0000441,['an objective specification to determine a specified type of information about an evaluated entity (the material entity bearing evaluant role)'],[],"{'definition source': ['PPPB branch'], 'editor preferred term': ['assay objective'], 'example of usage': ['the objective to determine the weight of a mouse.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PPPB branch']}",assay objective,False,False
139,http://purl.obolibrary.org/obo/OBI_0000453,['Measure function is a function that is borne by a processed material  and realized in a process in which information about some entity is expressed relative to some reference.'],[],"{'editor preferred term': ['measure function'], 'example of usage': ['A glucometer measures blood glucose concentration, the glucometer has a measure function.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PERSON: Daniel Schober', 'PERSON: Helen Parkinson', 'PERSON: Melanie Courtot', 'PERSON:Frank Gibson']}",measure function,False,False
140,http://purl.obolibrary.org/obo/OBI_0000639,['is an objective to transform a material entity into spatially separated components.'],[],"{'definition source': ['PPPB branch'], 'editor preferred term': ['material separation objective'], 'example of usage': ['The objective to obtain multiple aliquots of an enzyme preparation. The objective to obtain cells contained in a sample of blood.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PPPB branch']}",material separation objective,True,False
141,http://purl.obolibrary.org/obo/OBI_0000659,['A planned process with the objective of collecting a specimen.'],[],"{'BCO preferred label': ['specimen collection process'], 'alternative label': ['specimen collection'], 'curator note': ['5/31/2012: This process is not necessarily an acquisition, as specimens may be collected from materials already in posession', '6/9/09: used at workshop'], 'editor note': ['Note: definition is in specimen creation objective which is defined as an objective to obtain and store a material entity for potential use as an input during an investigation.', 'Philly2013: A specimen collection can have as part a material entity acquisition, such as ordering from a bank. The distinction is that specimen collection necessarily involves the creation of a specimen role. However ordering cell lines cells from ATCC for use in an investigation is NOT a specimen collection, because the cell lines already have a specimen role.', 'Philly2013: The specimen_role for the specimen is created during the specimen collection process.', ""label  changed to 'specimen collection process' on 10/27/2014, details see tracker:\nhttp://sourceforge.net/p/obi/obi-terms/716/""], 'editor preferred term': ['specimen collection process'], 'example of usage': ['drawing blood from a patient for analysis, collecting a piece of a plant for depositing in a herbarium, buying meat from a butcher in order to measure its protein content in an investigation'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['Bjoern Peters']}",specimen collection process,True,False
142,http://purl.obolibrary.org/obo/OBI_0000671,['a material obtained from an organism in order to be a representative of the whole'],[],"{'editor note': ['5/29: This is a helper class for now', ""we need to work on this: Is taking a urine sample a material separation process? If not, we will need to specify what 'taking a sample from organism' entails. We can argue that the objective to obtain a urine sample from a patient is enough to call it a material separation process, but it could dilute what material separation was supposed to be about.""], 'editor preferred term': ['sample from organism'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000002']}",sample from organism,False,False
143,http://purl.obolibrary.org/obo/OBI_0000678,"['A material separation objective aiming to separate material into multiple portions, each of which contains a similar composition of the input material.']",[],"{'editor preferred term': ['portioning objective'], 'example of usage': ['The objective to obtain multiple aliquots of an enzyme preparation.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000123']}",portioning objective,False,False
144,http://purl.obolibrary.org/obo/OBI_0000681,"['A material separation objective aiming to separate a material entity that has parts of different types, and end with at least one output that is a material with parts of fewer types (modulo impurities).']",[],"{'editor note': ['We should be using has the grain relations or concentrations to distinguish the portioning and other sub-objectives'], 'editor preferred term': ['separation into different composition objective'], 'example of usage': ['The objective to obtain cells contained in a sample of blood.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000120']}",separation into different composition objective,False,False
145,http://purl.obolibrary.org/obo/OBI_0000684,['A objective specification to obtain a material entity for potential use as an input during an investigation.'],[],"{'definition source': ['Bjoern Peters'], 'editor preferred term': ['specimen collection objective'], 'example of usage': ['The objective to collect bits of excrement in the rainforest. The objective to obtain a blood sample from a patient.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['Bjoern Peters']}",specimen collection objective,False,False
146,http://purl.obolibrary.org/obo/OBI_0000740,['A material sample role is a specimen role borne by a material entity that is the output of a material sampling process.'],[],"{'editor note': [""7/13/09: Note that this is a relational role: between the sample taken and the 'sampled' material of which the sample is thought to be representative off.""], 'editor preferred term': ['material sample role'], 'example of usage': ['a role borne by a portion of blood taken to represent all the blood in an organism; the role borne by a population of humans with HIV enrolled in a study taken to represent patients with HIV in general.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000125']}",material sample role,False,False
147,http://purl.obolibrary.org/obo/OBI_0000744,['A specimen gathering process with the objective to obtain a specimen that is representative of the input material entity'],[],"{'alternative label': ['sample collection', 'sampling'], 'editor preferred term': ['material sampling process'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000123'], 'term tracker item': ['https://github.com/obi-ontology/obi/issues/1002']}",material sampling process,False,False
148,http://purl.obolibrary.org/obo/OBI_0000806,['An objective specification maintains some or all of the qualities of a material over time.'],[],"{'definition source': ['PERSON: Bjoern Peters'], 'editor preferred term': ['material maintenance objective'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PERSON: Bjoern Peters']}",material maintenance objective,False,False
149,http://purl.obolibrary.org/obo/OBI_0000811,['a quality of a DNA molecule that inheres in its bearer due to the order of its DNA nucleotide residues.'],[],"{'editor note': ['placeholder for SO'], 'editor preferred term': ['primary structure of DNA macromolecule'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000123'], 'term editor': ['BP et al']}",primary structure of DNA macromolecule,False,False
150,http://purl.obolibrary.org/obo/OBI_0000832,['A device in which a measure function inheres.'],[],"{'definition source': ['OBI'], 'editor preferred term': ['measurement device'], 'example of usage': ['A ruler, a microarray scanner, a Geiger counter.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['GROUP:OBI Philly workshop']}",measurement device,True,False
151,http://purl.obolibrary.org/obo/OBI_0000845,['The primary structure of an RNA molecule that is completely defined by the set of its nucleic residue parts and the linear order induced by the peptide bonds that hold them together'],[],"{'editor preferred term': ['primary structure of RNA molecule'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000123'], 'term editor': ['Person:Bjoern Peters']}",primary structure of RNA molecule,False,False
152,http://purl.obolibrary.org/obo/OBI_0000973,"[""A measurement datum that representing the primary structure of a macromolecule(it's sequence) sometimes associated with an indicator of confidence of that measurement.\n""]",[],"{'definition source': ['GROUP: OBI'], 'editor preferred term': ['sequence data'], 'example of usage': ['example of usage: the representation of a nucleotide sequence in FASTA format used for a sequence similarity search.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000120'], 'term editor': ['Person:Chris Stoeckert']}",sequence data,True,False
153,http://purl.obolibrary.org/obo/OBI_0001010,['An extract that is the output of an extraction process in which nucleic acid molecules are isolated from a specimen.'],[],"{'definition source': ['UPenn Group'], 'editor preferred term': ['nucleic acid extract'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000120'], 'term editor': ['PERSON: Jie Zheng']}",nucleic acid extract,False,False
154,http://purl.obolibrary.org/obo/OBI_0001108,['An device that is used to determine the order of nucleotides in nucleic acid sequences.'],[],"{'definition source': ['PERSON: Erik Segerdell'], 'editor preferred term': ['nucleic acid sequencer'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000120'], 'term editor': ['PERSON: Erik Segerdell']}",nucleic acid sequencer,False,False
155,http://purl.obolibrary.org/obo/OBI_0001137,['An device that is used to determine the order of amino acids in protein sequences.'],[],"{'definition source': ['PERSON: Erik Segerdell'], 'editor preferred term': ['protein sequencer'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000120'], 'term editor': ['PERSON: Erik Segerdell']}",protein sequencer,False,False
156,http://purl.obolibrary.org/obo/OBI_0001573,['A sequence data item that is about the primary structure of DNA'],[],"{'curator note': [""8/29/11 call: This is added after a request from Melanie and Yu. They should review it further. This should be a child of 'sequence data', and as of the current definition will infer there.  ""], 'definition source': ['OBI call; Melanie Courtout'], 'editor preferred term': ['DNA sequence data'], 'example of usage': ['The part of a FASTA file that contains the letters ACTGGGAA '], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000120'], 'term editor': ['OBI call; Bjoern Peters']}",DNA sequence data,False,False
157,http://purl.obolibrary.org/obo/OBI_0001912,"['A processed material that serves as a liquid vehicle for freezing cells for long term quiescent stroage, which contains chemicls needed to sustain cell viability across freeze-thaw cycles. ']",[],"{'editor preferred term': ['cell freezing medium'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000120'], 'term editor': ['PERSON: Matthew Brush']}",cell freezing medium,False,False
158,http://purl.obolibrary.org/obo/OBI_0001933,['An information content entity that specifies a value within a classification scheme or on a quantitative scale.'],[],"{'editor note': [""This term is currently a descendant of 'information content entity', which requires that it 'is about' something. A value specification of '20g' for a measurement data item of the mass of a particular mouse 'is about' the mass of that mouse. However there are cases where a value specification is not clearly about any particular. In the future we may change 'value specification' to remove the 'is about' requirement.""], 'editor preferred term': ['value specification'], 'example of usage': ['The value of \'positive\' in a classification scheme of ""positive or negative""; the value of \'20g\' on the quantitative scale of mass.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PERSON:Bjoern Peters']}",value specification,False,False
159,http://purl.obolibrary.org/obo/OBI_0002076,['A material entity that has two or more specimens as its parts.'],[],"{'Source': ['Biobank'], 'definition source': ['OBIB, OBI'], 'editor note': ['Details see tracker: https://sourceforge.net/p/obi/obi-terms/778/'], 'editor preferred term': ['collection of specimens'], 'example of usage': ['Blood cells collected from multiple donors over the course of a study.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000125'], 'term editor': ['Person: Chris Stoeckert, Jie Zheng']}",collection of specimens,False,False
160,http://purl.obolibrary.org/obo/OBI_0003024,['A cytometry assay that measures the abundance and/or characteristics of lymphocytes'],[],"{'definition source': ['OBI'], 'editor preferred term': ['lymphocyte assay'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000120'], 'term editor': ['James A. Overton, ORCID:0000-0001-5139-5572']}",lymphocyte assay,False,False
161,http://purl.obolibrary.org/obo/OBI_0100010,['A material entity which results from viral transformation process using EBV as transformation agent when applied to B-cell entity'],[],"{'definition source': ['GROUP: OBI Biomaterial Branch'], 'editor preferred term': ['Epstein Barr virus transformed B cell'], 'example of usage': ['PMID: 8777380. Expression of thyroid peroxidase in EBV-transformed B cell lines using adenovirus.Thyroid. 1996 Feb;6(1):23-8.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000120'], 'term editor': ['PERSON: Susanna Sansone']}",Epstein Barr virus transformed B cell,False,False
